AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,class
6.237862,3.491593,3.209995,2.409229,2.363787,6.708614,2.210267,3.040659,1.861337,3.447663,33.323891,3.808619,4.478297,2.600128,0.937742,1.81614,6.538324,2.882061,7.542667,8.565229,4.608269,2.322003,2.781471,1.211653,2.143358,happy
5.015057,4.386894,4.960252,5.450626,12.878623,3.62853,4.585917,4.769501,9.562952,22.238281,1990.149233,404.542638,148.897266,134.377179,62.896171,50.139759,17.864726,10.105562,20.364606,39.84693,7.267444,5.453071,3.939234,6.602398,13.250996,happy
33.049165,10.513609,7.857176,5.95621,1.045768,1.56998,1.155104,5.232973,4.869355,2.064986,4.386383,0.835727,4.659522,5.801292,1.231198,4.558971,4.230748,2.682281,4.519624,3.523539,28.363277,5.744399,2.731867,3.776843,1.132734,sad
18.376359,4.157684,1.518987,2.601125,1.872713,18.653694,4.366939,6.199084,5.38834,3.575632,23.696982,4.882687,2.724683,3.084828,1.712595,95.851074,18.004007,12.728364,4.449678,11.108364,10.490532,4.565278,2.452249,2.661162,1.687583,happy
3.199244,1.716348,2.145026,1.481431,0.666048,1.674792,0.933731,0.744595,1.651804,1.98993,5.358709,2.747222,1.061678,1.858672,1.48095,1.113126,1.736337,1.444029,3.905443,3.768513,7.105852,2.217951,0.928143,1.064005,0.910877,sad
27.310426,17.378706,5.071101,5.335692,1.370058,4.6376,2.16173,4.393718,3.913369,3.359758,69.451883,14.33973,9.375902,5.08914,2.90765,6.55762,5.216291,10.128704,6.913417,13.510252,10.276141,6.838247,4.947317,4.145825,1.746872,happy
46.847498,12.633091,5.283173,2.485934,2.790355,58.485284,15.226856,9.985295,5.718631,7.747786,233.224425,16.960627,24.897881,11.432442,5.991979,53.090872,12.479788,16.2473,12.19688,15.617232,31.312629,12.121628,3.470987,8.737126,13.006114,happy
7.844474,2.126339,4.777632,2.183337,1.748143,2.041981,1.040684,2.125415,1.02603,2.399613,9.996506,5.608189,4.733595,5.385156,2.407617,2.667754,1.36633,4.351999,1.536959,2.630842,3.490076,2.979723,3.433394,2.643855,2.010579,sad
11.715771,4.085622,1.725085,1.018381,1.234859,1.050892,0.639013,0.812107,1.07167,1.954049,7.897152,0.823149,1.859948,1.42036,1.961248,1.765663,1.518369,2.228855,2.135616,3.337291,8.589124,3.39437,1.384105,1.267978,1.689844,sad
27.937908,11.821719,1.943104,1.972624,2.637728,1.875179,0.562906,1.057066,1.238613,3.755346,3.032458,0.491617,0.995132,1.296999,1.131439,3.416978,1.708458,3.058888,2.763693,2.928395,8.7461,4.848668,1.639345,1.298036,2.816288,sad
56.480246,15.273059,5.066797,2.149662,1.567671,8.58838,2.736458,1.998601,3.939808,3.96115,14.680794,6.336984,3.268614,2.170007,1.210454,13.929698,6.848421,2.349473,7.395849,12.830316,43.406947,12.258628,4.616593,1.783348,1.922642,happy
55.07781,12.165407,8.744662,4.703816,2.728129,2.150594,2.300669,1.540213,4.648677,3.399832,5.904799,5.171217,1.669521,3.813328,1.506134,37.282685,14.466115,7.623156,6.50839,9.096299,25.894344,7.165722,3.341282,4.418952,2.358838,happy
5.848602,3.346921,2.493981,1.499985,1.01012,0.890683,0.7061,0.842884,2.525409,1.682276,6.109835,2.858521,3.777809,1.708616,0.888337,11.185686,9.511386,3.966904,2.005803,3.185674,5.794347,3.945674,2.402506,2.294153,1.242324,sad
14.226979,4.755749,6.543663,2.148804,1.305998,1.497595,0.930961,2.278321,0.76258,1.193667,3.811117,5.223808,7.390439,1.850441,1.37624,2.636322,2.976345,3.413465,1.709869,3.56739,8.369548,4.910315,5.015109,2.195141,1.229387,sad
7.974849,2.970365,2.959263,10.501143,11.300667,1.46215,2.943548,3.58586,17.084063,20.145418,242.711889,179.07312,136.958356,28.324314,20.932437,16.959375,8.358024,9.028115,14.471587,24.804182,11.647862,4.064121,2.299772,8.891898,11.103443,happy
2.787356,2.099702,2.789957,2.277403,2.479432,1.060797,1.140166,2.188545,2.785983,5.375196,2.214546,2.004088,1.203588,0.924495,2.117284,3.334977,1.820788,1.060697,3.832817,7.899906,3.591574,1.765911,1.370888,1.652456,2.869485,happy
39.667629,9.462059,11.327119,2.85337,1.609487,4.286828,3.111706,1.59967,3.332799,3.970691,6.851453,5.032512,8.513195,2.915933,1.548346,3.134555,2.062116,9.292139,8.322397,15.610507,20.548586,7.845796,12.418187,2.618509,1.80846,happy
34.921904,10.950602,10.29238,2.907667,7.98565,2.787028,2.513844,5.92761,4.180865,13.104036,38.247452,6.661397,4.798963,3.657021,9.457906,4.323615,3.476805,3.40755,9.024387,24.578326,17.564865,5.265272,9.049158,4.320181,7.763716,happy
3.702737,12.418976,5.52685,4.481646,2.807478,1.875389,5.945114,4.69978,2.124183,8.933579,9.993621,20.732114,12.542688,4.632673,3.099002,2.501444,22.403259,11.713057,11.84012,12.43327,3.450221,17.720656,8.262991,4.230027,2.571877,happy
38.938263,6.762128,4.418453,4.234962,2.210921,4.431691,3.943531,2.575606,5.195037,5.492224,971.434519,69.676769,15.406384,3.284035,2.347411,7.342787,3.39111,2.396114,10.72027,10.78788,28.846793,4.119313,2.910108,4.084573,1.773815,happy
66.784509,15.143783,6.669083,2.842695,1.362457,2.584575,1.823578,2.587342,2.382805,3.150716,4.668955,5.31574,9.473138,2.188957,1.648493,1.342197,11.053141,12.656429,10.799335,13.185743,21.1214,13.148037,8.014865,1.676975,1.568059,happy
43.683513,15.219874,2.952385,2.586862,4.360464,3.413712,2.690616,6.461217,4.373714,15.161119,34.101086,10.917595,6.57665,3.863131,4.140231,3.622595,4.345738,7.430889,9.491773,11.374608,13.65155,12.507675,4.214859,2.811483,4.57361,happy
12.773542,4.679928,1.838053,1.16142,0.664437,0.990097,0.681098,0.658423,1.950154,1.02629,2.074563,1.51466,1.274222,1.800972,1.161888,1.965061,1.422604,2.349103,3.030641,1.848186,1.833508,1.243198,1.944825,1.851155,0.918957,sad
27.497672,6.925826,2.306538,4.733516,0.686654,0.788927,0.742202,0.511424,2.834453,1.265523,4.356955,1.888355,0.832225,3.949774,1.26288,1.737855,2.736562,3.6847,4.018014,2.446795,14.252566,4.522034,3.003443,3.521624,0.994051,sad
165.507635,24.608808,3.27164,3.556789,2.110159,15.494784,3.519079,1.076321,3.611512,2.954544,21.7941,4.753336,3.273224,2.783336,1.685634,41.254115,3.175822,3.863581,9.253032,6.928255,69.67685,15.888853,2.191638,3.761409,2.138517,happy
20.266968,7.617835,1.449024,1.345754,0.843406,0.826916,0.894813,0.633049,1.341802,1.678721,15.474966,3.787776,1.651869,1.698113,1.358151,3.085049,3.864828,3.995273,2.807403,4.062645,15.930591,1.950887,1.223401,0.937128,1.024214,sad
3.422349,3.328292,2.205104,1.97446,2.115115,3.756304,2.566339,1.479844,2.98027,3.577468,12.892818,2.191041,1.342857,2.21435,1.893054,50.078579,11.708221,7.04639,9.181686,8.983414,4.872711,4.844012,3.316435,2.369672,2.229817,happy
3.42976,1.918851,3.811795,1.397508,0.966883,7.51408,3.880056,3.913625,2.377752,2.269503,9687.390551,3449.64067,1643.129722,643.755206,175.125192,2.464632,1.373542,2.423962,2.222872,4.257246,14.058981,4.398701,3.326549,2.484343,1.163165,sad
43.824382,5.804436,4.24874,3.818575,0.91335,0.869546,1.58706,2.160048,2.46243,1.43441,4.561467,3.886829,1.561054,4.086166,1.501782,4.516115,4.69613,1.785289,2.019545,2.803804,30.855547,4.557616,3.335103,3.748323,1.246623,sad
102.564915,17.77487,2.020257,2.776387,1.435174,1.360909,2.599668,1.643976,2.104636,5.146045,9.177549,2.406352,1.013115,2.157111,2.08744,4.868788,5.584677,4.232781,8.670975,9.847739,59.878101,12.194888,2.381894,1.891013,1.59491,happy
4.772055,2.422152,0.956238,1.494126,3.255418,0.68217,1.220593,0.735779,2.029047,3.112383,7.234767,4.769293,4.547185,2.023818,2.052157,2.439001,2.315977,1.976669,1.789213,3.12828,4.415123,3.411268,1.920155,0.918346,1.721099,sad
4.930237,2.984368,3.775686,1.948055,1.023365,0.928765,1.03734,1.265977,1.637489,1.773692,2.969806,3.247473,2.824925,1.731838,1.044155,4.480793,2.444231,2.922663,2.127712,3.83937,32.577322,17.036117,9.142893,3.521871,2.018035,sad
2.508146,1.888159,3.209056,2.154312,2.147171,5.90455,2.27812,2.740674,3.948033,5.351725,9.745751,1.455527,1.482925,3.543746,3.09706,3.540433,4.125094,4.280024,5.117985,10.164666,5.510246,2.373398,2.011213,1.721154,2.725206,happy
9.736143,3.933942,1.489923,1.260537,0.828533,0.938189,0.321844,1.763029,1.148519,1.416757,2.706261,1.381565,0.430712,1.127801,1.089321,1.480036,1.24463,0.832041,4.577294,3.765121,62.127526,16.70128,8.337991,2.577136,1.947836,sad
4.23998,3.139147,2.503238,3.822391,2.077547,7.48603,4.008712,4.38297,4.813965,5.825483,10.185751,13.040547,7.31201,7.494864,3.446312,2.603467,3.028626,2.838098,6.093856,3.241536,6.709377,2.062707,3.019432,3.279111,2.781819,sad
8.316822,3.399668,2.31692,2.48458,1.541978,1.494699,1.291147,0.899626,1.788623,2.544068,22.167332,6.576642,2.602478,2.578312,2.207351,7.110693,3.192398,2.62543,3.928397,3.721129,5.864625,2.748539,2.227192,3.705818,2.471677,sad
3.578955,1.087899,0.975496,2.089713,1.639249,1.301358,0.782946,1.749867,4.845065,3.781759,5.034896,1.321645,1.275158,1.31252,1.400621,1.51278,1.741385,6.064683,4.852111,10.553838,2.435081,0.98696,1.023607,1.365254,1.225787,happy
9.937127,11.054163,7.402427,4.838191,14.056882,7.156379,7.265815,5.781384,6.332207,17.573973,301.175469,16.639974,10.161513,2.857912,11.533047,8.654387,14.99629,7.360051,19.58451,26.676437,13.771324,11.012163,5.778065,4.471653,12.28183,happy
26.379609,6.129361,21.316197,5.356998,2.480159,1.758178,1.997896,7.447994,4.018429,7.13952,3.983434,7.066086,28.944305,3.606292,1.733764,4.633533,6.147859,42.470171,10.38736,8.460158,21.511595,6.188879,20.147884,3.775917,1.773635,happy
41.171823,9.769589,0.914317,1.841533,1.175635,2.410705,0.64092,0.521365,1.143676,1.976784,5.764981,2.371839,1.673621,1.361352,1.788214,1.522055,0.917595,1.985108,2.092864,3.762868,27.065189,7.257981,2.123478,1.584954,1.184412,sad
136.621373,36.409471,4.821514,4.690022,2.527352,103.137177,31.687715,12.817072,5.720885,6.975191,9.425891,18.051315,5.070497,5.603446,2.002933,7.869528,14.548215,5.401129,6.786496,8.919867,61.411055,20.656239,2.398788,6.055733,2.411271,happy
2.284286,1.650941,2.601642,2.480607,2.343178,1.461056,0.985923,2.111855,2.978495,4.953869,2.468775,2.209912,1.350805,1.267942,2.140873,3.790323,2.153853,0.923477,4.170586,8.83606,4.421294,1.738887,1.653753,1.910957,2.858541,happy
24.888049,3.739208,3.180284,1.973811,1.135913,1.737401,0.634853,0.724113,1.743395,1.80049,3.444298,2.327617,1.354589,1.885099,1.464597,1.845823,1.204827,2.7819,2.913073,2.483313,6.883899,4.112926,1.148196,1.165819,1.341853,sad
47.403151,12.640861,11.283856,2.610854,6.110517,2.669164,1.876157,5.263138,3.481891,10.979785,23.209682,5.616737,3.87788,3.635217,7.204139,5.603516,2.774954,3.251423,8.895717,21.085842,23.440459,5.972783,9.547736,4.263422,5.903488,happy
70.424118,11.849185,5.679169,3.355242,1.366659,1.171404,0.760554,1.118174,1.859121,1.309119,4.455538,1.767412,1.822907,3.257702,1.283964,2.01597,1.460601,2.240093,2.3732,2.272815,13.969919,2.257433,1.719749,2.220461,1.123682,sad
8.348896,4.322542,2.281457,1.589104,0.835297,1.176044,0.895111,1.279159,2.119027,3.826799,12.595456,5.704864,5.915209,2.203595,2.125,1.673182,2.266258,2.399278,3.070505,4.128208,3.01065,2.397062,2.640762,2.001861,1.413268,sad
34.159224,7.972405,3.074647,1.798706,1.099316,0.988594,0.452617,1.458332,2.532932,2.185969,2.391047,2.346979,0.759045,2.143994,1.436254,1.576283,2.034471,1.069294,1.736737,2.31525,13.143927,4.547091,1.578418,1.519387,1.047376,sad
9.924024,3.939485,4.04496,13.243628,11.31367,1.98374,4.096172,3.307062,17.744448,18.443379,521.895624,407.197765,337.366887,69.506557,31.706675,25.994499,10.679796,5.797826,18.973443,24.673512,28.884211,6.161797,4.249524,12.758608,11.129062,happy
16.810589,6.770389,2.683642,1.423599,1.20563,0.920012,2.014958,1.271786,2.07808,2.105267,91.104637,37.298629,16.90951,4.404376,3.23206,2.425368,3.200412,2.381761,3.248819,3.425737,15.900221,4.741699,2.184733,1.67658,2.055511,sad
19.759642,4.971272,6.747709,3.41322,2.176148,1.893485,1.541273,4.460794,3.595166,3.236868,27.342912,4.702694,3.332881,2.119637,2.188065,11.876825,3.645103,6.597977,12.896636,9.681096,4.265189,2.257203,3.987101,2.550964,3.079215,happy
8.985451,2.378701,2.40919,2.282877,0.923686,2.76588,1.438003,0.643684,1.574114,1.682517,6.329675,5.411236,2.129894,1.883869,0.879287,1.697658,2.879202,4.390064,1.952197,2.800819,19.05463,2.032114,2.408772,1.297731,0.941962,sad
1.841354,12.096698,4.783613,0.760777,1.334188,1.134845,1.532381,1.995737,2.337996,2.86373,4.54739,18.612587,6.649048,0.978908,1.219435,2.570662,10.685278,6.916703,11.068647,14.206938,0.903597,11.379766,3.389108,1.348119,1.418522,happy
4.542607,2.966265,4.008571,5.645712,4.014487,2.737131,2.497109,3.112432,7.890986,8.775801,108.590052,16.873521,8.655964,7.470928,2.713915,1.827662,4.939872,3.029428,14.673609,10.960671,3.618565,3.729988,2.231847,4.747403,3.476376,happy
53.466723,14.584276,5.449032,8.40644,19.709787,4.386735,2.868475,5.346017,9.725498,35.277425,20.081664,4.227246,9.382264,7.961725,17.519174,2.005025,5.349651,7.215203,12.87981,40.699023,16.252836,8.705181,4.895787,8.266935,20.119479,happy
6.665008,2.528413,3.495918,2.741275,0.887775,2.676469,1.92084,1.569472,3.254198,1.430228,3.430446,4.610216,3.518779,1.575814,1.094226,12.896505,5.212608,3.275404,2.677859,3.283396,16.335576,4.427914,7.010911,3.758432,1.54539,sad
3.831526,4.660419,1.616893,1.23885,2.580788,5.171579,1.968509,1.575917,2.553133,4.691595,10.800952,2.938968,1.501671,1.459881,1.971949,93.800974,22.239383,11.902185,7.387345,14.97032,2.30532,2.199198,1.995687,1.964803,3.642492,happy
32.029601,7.936827,5.443905,4.121799,2.00456,9.145302,4.554891,4.587311,5.173765,3.460823,60.503623,6.85231,8.271135,7.616364,4.005708,2.888004,2.563076,9.053103,5.386092,2.990395,63.079657,28.879357,18.898458,8.960316,4.882393,sad
4.670122,5.33687,3.657856,3.456768,3.046157,1.556917,6.084861,4.431334,2.201905,9.528417,10.413413,8.299569,5.652921,3.878633,2.71008,2.470307,9.218225,4.635147,8.908896,11.626317,5.439636,7.694268,4.402499,2.999363,2.518592,happy
8.474275,3.724088,3.540229,2.547864,1.95736,4.884459,2.349953,3.266333,2.499815,5.66529,16.964992,9.616792,6.384264,4.193664,3.662407,14.706562,4.939757,2.863164,7.539475,4.501369,20.23832,13.783866,9.81476,6.078967,4.962779,sad
13.08862,3.41988,2.30634,1.448619,2.168366,1.645629,0.740166,1.139309,1.779689,2.410495,4.719789,3.656781,3.764461,2.288898,1.724249,4.092402,1.121396,2.844621,4.107428,3.264396,74.633174,24.19695,10.143952,4.05037,1.66975,sad
18.44992,2.53974,2.533094,4.211764,3.906422,6.070704,3.841922,3.686975,4.198738,9.608839,149.40705,26.0478,9.079294,6.789967,5.858149,28.634326,14.201997,9.709625,9.967522,15.622066,7.301817,2.394012,2.698286,3.416125,3.761047,happy
24.659468,4.828562,3.610565,1.750798,1.221791,0.533776,0.519078,0.833739,1.476125,2.176103,4.241044,2.219017,1.597751,1.042495,1.701007,1.594703,0.711783,2.495702,1.841467,3.124826,7.79611,2.965391,0.981802,1.026566,1.549675,sad
21.356138,7.632465,2.561631,1.466903,1.138614,0.730409,1.703359,1.254027,1.747025,1.954034,34.240201,15.79602,8.763175,3.654334,2.379917,2.353146,2.848417,2.157141,3.04866,3.472585,9.063646,4.239005,1.317792,1.444452,1.672616,sad
13.361973,35.457412,15.86302,3.151302,1.112325,1.735951,7.730089,4.999763,1.640097,1.647388,8.084788,23.238239,10.905363,2.018567,1.158475,4.967254,34.562354,19.451864,1.879606,4.675545,42.899515,91.853892,15.486182,6.371165,2.926911,sad
8.897313,3.122333,4.547649,1.409688,0.978981,9.290231,4.397591,4.034632,1.988791,1.556257,12037.370545,4266.194019,2012.944711,784.991447,214.184603,2.543079,1.085443,1.737889,2.718319,4.550643,18.191681,5.362389,2.726812,2.551422,1.263195,sad
36.075558,4.984557,3.02848,2.174859,1.526431,3.138109,1.703108,1.153783,3.998792,3.895437,9.935985,1.482277,1.873363,2.121203,1.50774,5.399569,1.31382,2.706764,3.687589,4.638473,28.984705,5.715786,2.167901,2.190922,1.848497,sad
2.533771,1.535288,3.77909,3.023486,1.335129,3.151166,2.288333,2.03201,3.238641,5.211476,27.205597,3.126067,3.262502,6.199125,3.061909,9.19076,5.009791,3.058866,4.016253,3.243045,3.352331,3.369601,1.827568,3.587591,2.937644,sad
12.687701,6.913096,1.72284,5.588882,7.04821,0.872882,4.245673,1.953762,11.278885,17.530279,8.908623,5.48371,2.031272,5.926858,6.894004,12.007395,7.052314,3.879436,9.335264,16.891895,7.037147,3.794299,2.559339,5.985713,7.059773,happy
38.401073,16.909903,13.191058,5.825807,5.247866,5.053639,3.524497,8.678917,6.831658,10.511065,62.636324,10.65659,3.888525,2.754419,4.885551,4.529663,3.129682,12.121072,6.935409,13.766847,20.177872,8.106005,8.099928,4.749598,5.153373,happy
27.329173,4.020924,3.656274,3.123008,2.150974,119.417522,4.782285,3.297595,3.533562,5.863548,55.230918,5.859685,12.135788,3.567613,2.747968,30.82654,2.678567,7.460325,9.147096,12.927224,28.361726,7.569296,3.182872,1.776868,5.971256,happy
15.810261,5.871391,2.368,1.289913,1.28473,1.369314,0.729457,0.680782,1.653216,1.986318,3.805836,0.845402,0.857386,2.174064,1.539541,1.950017,1.214418,3.78588,3.172261,3.394753,13.345778,4.753164,0.697621,1.429193,1.632637,sad
5.459226,1.339551,1.780001,1.88146,1.592881,24.533278,5.253324,3.556568,4.633388,3.334986,16.70472,4.938662,2.865531,2.64634,2.583563,31.307645,5.740395,3.600214,3.891302,3.794994,20.485694,4.548551,3.515716,3.209439,1.118264,sad
49.963196,11.332255,7.991293,3.147235,2.001293,286.043494,42.248331,11.609413,17.036704,9.1185,14.174866,3.356978,4.956633,4.587591,2.566379,10.14177,4.284331,12.381367,8.686783,9.655602,28.214792,3.475007,5.249823,3.792882,2.07079,happy
16.165296,3.74828,2.764949,4.812892,2.254223,7.366756,2.282381,2.910739,4.33199,4.260427,149.713331,16.524408,3.992883,3.221795,3.264871,29.497563,4.818079,15.29565,13.837288,7.850761,13.003665,3.109887,1.389439,4.46459,2.721981,happy
2.678892,3.797942,0.76477,2.082855,3.114716,2.379622,2.600939,1.733508,2.882397,6.637935,7.155147,2.961165,1.180936,2.80473,2.692181,38.390267,14.918991,6.357595,6.033411,14.413514,2.331063,1.732949,1.067487,2.195528,4.305662,happy
3.636337,4.733021,1.758947,1.315452,1.196958,0.804844,0.45748,0.650016,1.732142,1.335514,2.083904,1.46651,0.676589,1.13062,1.049401,0.914584,1.685362,1.702302,0.714629,1.329646,1.126065,1.859754,1.56486,1.837563,1.441903,sad
128.010035,31.949359,13.664123,13.452314,6.129161,7.828172,3.800796,7.122353,12.793665,11.994875,25.158088,5.825757,8.535821,10.188227,5.59352,23.40003,11.742969,6.935441,10.258689,13.89019,71.10148,23.033584,8.454967,8.848374,5.120194,happy
6.351992,2.920739,2.157459,1.43869,0.935372,0.867291,0.822972,0.826317,2.296646,1.770571,6.428985,2.472838,3.347518,1.782345,0.8095,7.528788,6.747464,2.524999,2.079624,3.378705,6.368019,3.69035,1.744002,2.223452,1.234303,sad
23.237819,5.295194,2.160464,2.158992,0.97793,0.626113,1.000925,1.201449,1.661602,1.48307,2.549114,4.140663,1.417741,2.628553,1.491241,2.753734,1.273663,1.380501,1.686741,1.805484,21.183571,10.338663,5.655992,1.637627,1.269092,sad
35.968597,13.328737,9.929612,2.529036,1.885178,2.432749,3.219444,3.4387,4.422712,3.484454,6.351757,8.099135,7.096946,2.468927,1.515316,11.616347,6.669115,11.508196,9.520208,12.830995,23.025877,9.497805,9.084212,3.159861,1.916458,happy
17.264984,3.664863,1.211797,1.229705,1.951458,0.751592,1.096378,0.775654,1.559006,3.299257,5.265059,0.789224,1.059246,1.621827,1.574882,1.142553,1.659377,2.275106,3.16486,4.993597,6.177467,1.32943,1.256058,1.419007,3.115285,sad
5.003889,2.397795,2.872518,2.762586,1.742487,4.036426,1.432611,2.113178,3.919923,3.732862,4.412611,3.101954,2.067709,3.728074,1.324101,7.187366,2.197015,1.876478,6.708726,12.965135,10.411603,2.284642,5.18372,3.852554,1.721579,happy
18.404764,3.411362,2.038461,1.087192,1.804776,0.603251,1.115552,1.444968,3.238519,4.379731,20.527217,7.977253,3.286482,2.280866,1.484851,2.187812,1.465437,2.518881,9.61415,14.187932,7.963124,4.134385,1.302227,1.983331,1.846995,happy
105.484154,15.952709,6.069956,1.758737,2.146459,3.873533,1.608712,3.62109,3.686853,5.370622,16.811247,2.458194,1.76182,2.10917,2.105313,3.128845,4.372903,3.08975,5.972346,9.8148,33.294458,6.449143,5.787717,2.164754,3.352988,happy
11.781547,4.093948,2.506068,6.11357,4.974873,2.695783,1.384705,3.067504,6.378972,11.154469,28.940771,1.133765,3.672853,5.494082,4.131682,4.363377,4.701023,6.352482,9.261313,7.731224,9.848561,3.952416,2.232401,4.218487,4.281234,happy
8.475407,3.797623,2.646362,1.195177,1.302151,3.541905,1.29651,1.307543,2.258729,2.409057,24.352461,6.648656,2.644721,2.214969,1.56886,8.989772,2.568745,2.195327,3.139669,3.900947,10.122075,3.343684,1.404856,1.489788,1.530013,sad
155.739943,18.419447,11.801151,4.023609,1.277972,6.744571,1.854377,3.554156,3.026885,3.61597,4.956624,3.44552,12.326191,2.384697,1.079114,6.190379,4.356492,23.802134,7.547335,9.690364,96.849605,10.076738,10.387212,3.31074,1.479171,happy
28.343348,6.231534,5.54038,1.74642,2.321741,5.794849,2.259347,1.717025,4.394235,5.334364,12.39851,3.055055,3.713255,1.917738,1.727221,5.577042,2.445262,6.936704,10.752809,8.603203,12.902369,5.430434,4.279865,2.252952,2.667797,happy
