AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,class
65.515917,9.181137,2.994968,1.660703,2.112297,2.34198,1.291116,2.556138,2.476174,3.652866,7.743414,4.277423,1.870394,1.832374,2.180702,4.241769,1.335943,6.93315,9.191998,9.665795,19.847837,6.630575,1.709182,2.066806,4.20692,happy
17.847295,3.772362,2.114603,2.223287,0.881196,2.487869,1.682919,0.561601,1.518397,1.37129,7.088747,4.613323,2.254121,1.785521,0.90336,1.554254,3.539018,4.768356,1.602117,2.192134,24.450887,2.581425,4.03216,1.252184,0.943933,sad
102.028335,16.739529,2.156805,2.140298,2.683223,2.775211,1.543201,1.880821,1.941661,4.706676,5.108229,7.690834,1.274378,1.987645,2.466297,3.326478,1.913024,5.021839,14.43731,9.634615,32.556585,5.982744,1.306326,2.04665,3.109461,happy
34.471676,7.618076,2.882762,2.002915,0.927925,3.629864,0.894555,2.826919,1.761801,3.081658,7.132656,2.263926,4.954044,2.837826,1.203661,4.733205,1.523056,3.957623,2.225781,3.796997,19.549859,5.367215,3.126005,1.674577,1.264533,sad
53.264917,9.688651,8.055873,3.398142,3.541403,5.574442,2.846382,5.996331,4.532867,6.125771,26.428836,7.062629,2.611952,2.073692,3.614939,10.687919,3.461037,6.262091,7.055476,9.52765,24.714106,4.570748,5.219781,2.64718,4.471467,happy
23.857868,11.16388,7.764842,2.334608,1.883845,2.195196,3.060478,2.798977,4.707902,3.479831,7.433877,7.748059,5.179696,2.354016,1.688138,9.152004,6.16898,10.636222,9.744407,13.525632,14.765017,8.346841,6.926835,2.948699,1.846688,happy
11.219449,1.56995,2.539462,3.36753,1.983736,3.668787,1.898513,1.904462,2.355057,4.106078,6.541287,6.069135,4.47776,2.184776,2.57102,26.734107,7.639327,6.708596,9.137713,12.629618,11.942745,1.984593,1.527112,2.925217,2.136719,happy
3.533671,1.188623,1.945756,1.424321,1.848624,19.516083,4.457483,4.393775,3.2019,3.428542,12.993888,5.21624,3.469442,2.780651,2.96378,74.867459,10.652865,4.31733,3.708835,4.469078,10.297756,3.5068,4.431275,2.729602,1.504341,sad
36.822397,13.928469,3.251636,2.898161,1.471695,3.436986,1.713579,1.366184,2.92883,3.350252,5.936795,3.641097,2.18501,1.754714,1.597912,2.719857,2.529045,8.903894,5.459798,12.713464,25.20695,5.364293,3.874586,2.636821,1.356802,happy
8.434393,4.367037,3.394983,2.256741,1.097359,1.402833,0.981721,1.196,3.430672,3.773814,14.008405,7.210025,8.071673,2.319079,2.369354,2.483023,2.065481,3.319323,3.988097,4.546219,6.372174,2.515084,3.661429,2.566843,2.093362,sad
3.967253,1.384839,2.006383,1.210434,1.699832,1.265627,0.576226,0.670983,1.89589,1.675595,47.545573,9.412777,4.298044,3.475408,1.863762,6.486341,3.804128,4.925691,3.542215,2.505726,6.045964,3.828126,2.856131,2.01183,1.927909,sad
27.239236,21.390768,9.718234,3.033143,1.089531,1.193511,3.936308,2.447474,1.605405,1.633655,5.756857,12.734451,5.5738,1.878223,0.941958,3.816636,15.704512,9.226245,1.591708,3.904455,21.45287,30.743396,6.583544,3.225525,1.58468,sad
28.495134,13.09827,1.526193,1.333433,2.305061,2.909652,4.838717,0.763764,2.236477,3.979814,5.468727,7.014631,1.464119,2.224169,1.474647,9.516768,2.431884,4.094843,7.432656,7.903437,19.302285,12.000042,1.454515,2.113703,1.958244,happy
20.523098,7.713498,7.408791,1.953284,0.650666,3.648757,1.603489,2.64332,1.308388,1.218979,12.79507,3.989811,12.05413,2.489661,1.137535,22.812763,5.438863,9.656015,7.620214,2.994172,11.639032,3.93968,7.158629,2.637257,1.457312,sad
118.632321,23.075243,7.263641,3.39419,2.103928,91.940577,6.941601,9.430507,6.94824,5.808121,19.376521,4.966712,1.661587,3.121426,3.079342,133.161723,14.730095,15.568683,19.507884,14.352084,50.850899,10.18272,5.815332,4.24365,5.650106,happy
126.031356,27.348293,7.18875,1.898002,1.457165,3.548807,0.821046,1.082246,2.521204,2.400604,5.283167,1.161849,2.068981,1.788852,1.120136,3.505026,1.464971,5.850374,7.737225,11.070782,73.656585,17.023236,6.047432,1.828886,1.104003,happy
9.808945,3.082719,2.414841,2.024843,0.774645,0.844625,1.098443,0.846014,1.917902,1.957208,5.431165,1.926209,2.474518,2.478868,0.697852,2.346887,3.363817,0.921154,2.359334,3.760396,8.535259,4.14511,1.379127,2.51862,1.206268,sad
39.344746,6.338219,4.558056,3.973845,2.055518,4.780479,3.389808,2.827813,5.155937,5.621825,1152.588954,78.059996,17.205135,3.322452,2.341293,7.89954,4.063524,2.717485,10.910324,11.329359,27.936125,4.246049,3.348902,4.167873,1.826131,happy
15.154051,3.302652,3.667189,1.922374,1.315917,0.565922,0.459206,0.730049,1.505845,2.300007,4.696855,2.175307,1.480758,0.875674,1.566315,1.340665,0.6808,2.725882,2.102853,3.202421,5.853006,2.230778,0.794201,0.986498,1.633081,sad
30.940179,2.284553,3.51838,3.397344,1.14962,1.228656,0.606529,1.433518,1.973531,1.714687,8.685522,5.226996,2.910994,2.209924,1.581798,18.943931,2.593748,1.358544,2.494723,3.60052,15.981309,2.673461,4.527125,3.457182,2.233496,sad
26.801926,4.166042,0.965597,0.794925,0.941364,1.004646,0.634469,0.572835,1.01392,1.970789,3.647145,0.722563,1.02959,1.504169,1.263831,1.097552,1.482016,2.34963,1.741595,3.433155,10.578611,1.571835,1.108537,0.935862,1.105277,sad
11.112882,2.280235,1.790408,1.064907,0.91957,1.378988,0.835646,0.966723,1.264607,0.770819,2.704783,1.988401,1.963598,1.172882,0.913921,3.180479,1.525218,0.851107,1.40533,3.474608,13.44563,1.974612,1.662805,1.024229,0.930255,sad
15.624145,3.197712,0.677906,2.07368,1.968113,1.672812,0.991775,0.773248,2.329029,2.449031,5.386397,1.168285,1.073533,1.419542,1.175339,1.425543,1.291753,2.141318,1.873358,4.965609,14.042957,3.133243,1.263846,1.265923,1.518798,sad
15.46004,8.329262,8.769612,4.297777,1.299613,1.699358,1.349293,2.921508,2.096876,1.915858,16.711657,7.226865,6.454852,6.27258,1.578577,4.551209,2.919846,3.309888,3.677651,2.540498,8.29467,8.464988,9.253424,3.492826,1.393296,sad
6.856437,3.413516,3.870124,2.59427,1.842471,1.722397,1.164894,1.804146,2.325469,3.426959,4.175953,1.833648,3.421217,3.018069,1.844423,1.834977,3.0586,8.910165,13.332171,8.044266,7.709063,3.883316,4.442227,3.823818,1.992552,happy
39.080076,9.752578,4.647623,3.739735,3.986303,8.002535,2.15969,4.718278,5.567688,8.231059,180.109888,38.334813,23.299582,5.270619,3.480545,14.646855,8.432999,5.093894,13.690384,11.832509,34.244646,13.852578,7.775595,4.650614,5.450449,happy
9.645517,4.976669,1.102427,1.907567,2.827783,8.777435,3.032553,1.57014,2.116165,4.021794,14.962758,5.685727,3.765488,2.932458,2.493752,6.273964,2.878483,2.457464,2.642837,4.064473,14.544183,1.779699,0.631635,1.909782,3.176168,sad
38.658198,2.723537,4.006448,3.372871,1.041853,1.192838,0.916546,1.014927,2.744352,1.422136,16.312516,8.92335,3.073993,3.115059,1.657869,20.212601,3.891146,1.328851,2.985485,3.27421,19.191505,1.904958,4.047342,3.579625,2.083811,sad
12.767506,4.320068,3.066481,3.009308,1.781405,20.260614,7.681589,5.109309,3.739399,4.503547,59.893502,14.214387,5.511067,5.942541,2.06279,16.836287,10.818856,14.828574,9.233794,8.069928,9.42069,3.918483,4.074202,3.67838,1.957359,happy
20.955681,5.332028,5.453097,2.46328,1.129744,2.05209,0.870277,4.090147,3.601862,1.828573,6.349177,5.394013,3.134842,3.303467,1.453245,0.761705,1.453801,4.009041,2.64736,3.617926,31.597523,6.458248,4.324153,4.816851,1.62464,sad
26.878641,10.411158,1.022512,2.345988,1.099491,3.22532,1.775351,1.049684,3.123989,2.454276,3.968743,4.250811,3.566226,3.75521,1.816662,4.23321,7.394875,2.306165,3.177661,4.009171,15.100862,7.143438,0.99169,2.198918,1.463189,sad
3.340862,1.683686,1.160633,0.836509,0.629616,0.586909,0.797155,0.263258,1.43892,1.246688,2.523164,1.471052,1.169764,1.492904,1.096549,2.222512,1.120868,1.99403,3.256564,2.453631,0.991119,1.36739,2.267276,1.569421,0.965572,sad
28.230128,6.683569,3.880506,3.064033,2.398605,4.364183,3.382028,2.754137,4.34959,4.361302,2.219955,1.838276,4.657565,4.19079,2.284358,2.641095,2.575189,5.166763,10.551434,8.557229,8.442092,3.892199,5.314292,3.405841,1.915112,happy
4.259756,4.963738,1.760131,1.656094,0.985195,1.49407,1.105568,0.857377,1.389758,1.776843,24.888656,4.827021,6.560545,4.886561,2.187739,1.537719,2.422238,2.574688,3.070833,2.767038,3.811934,2.963552,2.450904,2.153389,1.432775,sad
51.304196,9.4949,3.687896,2.800351,2.186611,15.295296,6.021916,3.165813,8.391654,4.999548,20.977798,6.974328,4.730516,2.85824,2.183449,6.890922,6.191539,11.503782,7.974662,12.694284,15.373585,4.426698,2.392096,2.136764,2.148969,happy
2.129168,4.012832,8.761359,3.228798,2.056951,1.079082,2.011096,2.73939,1.265083,2.280939,4.32866,8.557098,8.517471,2.862386,1.267388,1.680306,5.438849,6.433043,2.680335,5.244962,3.445883,5.602832,9.248583,2.769785,1.462314,sad
9.855813,4.72848,3.883271,2.543545,1.837773,4.725555,2.477263,3.218466,2.517864,4.945892,14.985003,10.944832,5.770838,3.747794,3.627371,11.192736,4.512892,2.324764,7.2194,4.631096,21.408204,14.853647,10.57318,5.738894,4.410621,sad
12.219343,3.975969,4.400241,4.145547,3.586285,1.688079,1.670395,1.2324,1.834746,3.267685,15.013847,7.879809,5.430608,1.918361,1.459191,2.488825,2.534828,2.33415,1.684193,2.455572,8.090889,4.157717,2.969944,1.480754,2.881905,sad
5.136455,4.311022,3.141851,4.769042,2.648908,0.835466,1.334015,1.76059,4.416829,5.584175,3.109844,1.544851,1.791165,4.023379,3.139833,2.190143,5.428396,11.497012,16.172897,8.916442,4.29913,3.997754,1.68027,4.739955,2.779089,happy
67.923797,21.762926,14.065727,8.631065,2.505286,2.28822,2.02544,4.291037,6.747611,4.50899,2.180463,11.22919,20.917631,13.482436,2.976218,3.816293,17.961027,29.573627,18.682308,12.063486,29.142328,20.540322,17.146608,7.166261,2.391867,happy
9.108368,2.34742,2.745825,1.368408,1.099941,1.769421,1.171589,0.524027,2.255005,1.274859,5.944427,2.266284,2.672599,1.651171,1.45069,5.494672,2.78166,4.001813,3.287314,4.186621,15.381543,1.901935,2.75574,1.499118,1.449896,sad
43.574005,6.188237,3.890617,1.680613,1.947984,0.695645,1.17234,3.609605,3.405357,4.639847,17.593022,6.463912,3.161695,2.504242,1.876208,2.792935,2.862182,3.598134,4.814048,13.44937,18.169217,4.725905,2.576299,2.033043,1.682887,happy
22.962397,5.423794,2.259524,2.006427,1.442434,1.071237,0.853254,1.121067,1.18998,2.241416,3.473299,0.845991,1.17276,0.987216,0.934235,4.209665,0.954372,1.833625,2.229101,3.379787,14.968686,3.846023,2.126937,1.573066,1.897507,sad
23.783572,4.257904,1.550602,1.737291,1.323841,1.856274,0.512593,1.230183,2.268265,2.008842,5.63728,2.946848,2.728927,1.800916,1.138086,2.530842,3.26228,0.99148,3.350431,2.949178,37.519877,12.000487,6.336403,1.721049,1.91778,sad
7.07516,3.593694,1.883277,1.944798,1.277605,1.634668,0.843209,0.565272,1.428221,2.928711,6.40317,1.869467,2.235699,1.374521,1.388766,1.789055,0.88212,1.73893,3.636499,3.644353,80.254462,22.259345,12.071244,5.290705,3.281129,sad
48.271954,9.426154,2.554514,1.678705,0.809511,1.916213,1.116419,0.778544,1.61576,1.746618,8.473422,5.23559,2.187903,0.984519,1.366307,1.290642,3.415959,2.412363,1.454594,3.100123,32.097128,5.584232,3.760571,1.689552,1.049737,sad
17.610481,6.661255,2.817166,1.071776,1.327623,0.723693,0.811244,0.926274,1.358464,1.842549,2.163116,1.842595,0.442963,2.645967,1.918739,3.069267,2.452666,1.707401,1.539468,3.418623,100.325156,45.967881,23.924085,10.086247,3.012679,sad
2.306324,2.076337,3.733065,1.825257,1.072756,7.49003,4.103803,3.995305,2.832616,2.832388,6733.954517,2415.652962,1157.279901,455.489704,123.911907,2.688736,1.577156,2.785734,2.251531,4.100125,12.324164,3.854621,3.595096,2.593784,1.218588,sad
266.203732,50.126821,10.452103,3.541495,3.912868,56.823059,36.651777,5.205254,6.044226,9.950831,82.591421,9.321303,15.460424,9.885046,4.201565,6.434147,3.284382,9.718602,10.094915,14.299606,113.703777,16.380928,4.70302,4.069564,3.591506,happy
104.687396,26.649437,7.917591,8.320728,6.859367,4.259934,4.832802,4.696165,9.599667,16.110984,21.004764,5.598426,6.464226,7.824009,6.553721,23.207162,12.824908,4.145348,9.032196,15.349772,52.654224,18.64607,4.48617,5.638769,6.040677,happy
7.090346,2.155759,1.928309,1.425382,1.307281,2.178036,1.38263,1.207254,2.057022,3.441275,7.047694,2.70371,0.864018,1.834722,1.96345,4.672483,3.722642,2.58144,8.716554,10.947168,8.243083,4.253673,1.550282,1.123375,1.680289,happy
38.480905,13.021567,7.489755,13.268788,14.316658,14.022963,9.914297,6.498609,24.162176,29.44695,18.404747,3.873469,5.386332,11.089187,11.447199,7.594825,7.382116,5.909964,18.094393,38.562727,14.322832,8.401757,5.652395,11.812384,12.167628,happy
64.807798,19.508415,10.960563,3.964683,2.023647,1.147573,1.881838,2.225466,1.243466,1.472767,3.713287,4.656904,3.71022,1.793475,1.414466,1.730474,4.887914,5.93233,2.400579,2.37459,5.87213,5.636773,5.709622,2.01567,1.069504,sad
13.358269,3.147242,5.633257,4.206823,0.917089,1.110592,1.650837,3.557362,2.868638,1.81896,3.648296,2.949321,2.466564,5.429934,1.23706,2.003729,2.811636,1.221343,2.967654,3.092001,7.931911,2.654376,4.407667,4.992036,1.186421,sad
57.982943,16.33016,5.075695,2.997794,2.956353,71.040724,25.455691,12.419562,8.68581,8.225037,184.341346,14.370417,24.022381,8.575223,5.51018,131.992524,23.471277,26.493551,13.347291,14.368156,35.596505,12.966115,4.882786,8.518597,13.404738,happy
25.949806,3.581331,2.997587,1.804182,1.645113,4.365674,1.323178,1.709548,1.996621,3.017915,5.546826,2.629064,2.060371,1.72661,1.686918,6.272069,1.661647,2.617408,6.653596,11.608346,17.877458,1.530934,2.250353,1.666867,1.52575,happy
34.861304,7.535984,1.870898,1.237071,1.107917,1.965547,0.833949,0.599572,1.482637,1.29091,9.862281,3.192026,1.848261,1.274574,2.019908,47.557225,11.451715,6.342811,3.07958,4.794356,15.008481,2.50863,2.899,1.535317,1.981056,sad
16.119237,8.007178,4.519242,2.734469,1.719701,1.047045,0.837936,1.738339,2.32266,5.185161,5.793158,1.584822,2.682711,2.020378,1.747962,2.137563,5.315428,2.56672,8.609661,15.296254,10.039516,5.252202,2.954808,3.787944,1.781254,happy
4.274412,18.009983,6.749453,4.901583,2.985552,2.233901,5.652727,4.686094,2.236996,8.889737,8.765534,28.227205,17.206398,5.097548,3.406628,2.934331,30.697478,16.055082,13.930293,12.538405,2.848272,23.915276,10.388786,4.724944,2.689418,happy
3.981263,1.487266,2.352245,1.383765,1.745562,2.405645,0.799508,1.290489,1.481896,1.428677,3.267025,1.873565,1.772684,2.115483,1.514854,2.984051,1.600984,1.858468,1.933685,2.104579,3.550084,2.161171,2.613336,1.054013,1.005047,sad
3.983168,1.297996,1.727838,1.487206,1.577045,2.130268,1.173575,2.291245,2.838618,3.786759,21.826565,5.983171,2.050592,1.498805,1.926642,7.65702,0.753306,7.712631,8.470942,11.01742,7.444549,1.394035,1.492559,1.246302,2.13089,happy
21.137402,8.617408,2.422769,2.491119,1.206058,0.913725,1.987383,1.11785,2.540883,2.126555,32.038467,7.354423,2.559446,3.322486,2.09094,4.23002,3.975158,3.23337,3.121098,3.467996,10.68152,6.221482,3.619262,3.276713,2.258963,sad
4.433072,1.213054,1.847394,1.645304,1.726552,21.553658,4.792838,3.841996,3.779177,3.290343,14.87886,4.811146,3.037569,2.702607,2.827918,50.138373,8.132055,4.087623,3.782269,4.150693,14.945336,3.813285,3.973771,3.017956,1.280492,sad
10.154076,5.508018,1.079568,2.263179,2.246083,10.115436,2.90135,1.701468,2.251742,3.963207,18.482576,8.362818,3.572384,2.556428,2.219884,7.355384,2.18026,1.609929,3.578763,4.245039,15.117167,1.541168,0.433781,2.789763,2.949389,sad
73.757262,34.205599,7.971747,2.324687,2.528239,6.158282,2.205587,2.261881,2.929037,4.888297,23.278837,3.109893,3.731579,2.055184,2.458866,8.904833,4.723326,5.560904,11.804403,14.115399,28.278386,11.004359,4.383177,2.316337,2.990724,happy
7.663985,5.089602,1.464927,2.675857,1.690422,7.063824,2.63253,1.831913,2.280807,3.432258,15.892707,8.250771,3.161374,2.295454,1.816447,5.133545,1.8462,2.254052,4.504901,4.187132,11.191015,1.86638,0.704741,3.285043,2.748254,sad
24.057492,6.912351,9.341831,3.817641,1.786849,3.727658,3.151887,5.981417,4.131855,3.176494,141.424885,31.806269,8.62557,13.743709,2.983188,12.546426,7.935254,11.657008,9.873152,7.115364,7.186702,4.564551,10.089043,4.455469,2.150892,happy
119.646108,21.998129,8.144142,2.450723,2.309277,4.548172,1.532854,5.287284,4.937061,4.161709,51.305087,8.730098,3.015626,3.213367,2.183561,16.339783,5.894697,8.215885,6.643267,11.040572,53.268665,8.001539,6.302744,2.29014,2.765334,happy
75.539634,16.904553,5.670578,2.045732,2.215299,10.143052,3.474115,4.306204,3.657048,4.678766,40.807473,5.803795,6.700332,3.264464,3.693069,134.186321,25.451423,12.969943,8.476531,7.867015,28.289475,14.570857,6.661132,5.902328,4.934667,sad
37.202924,5.21228,3.144565,1.082707,1.967583,0.728492,1.116589,2.358923,3.070057,4.49939,20.841948,8.093528,3.785269,1.917358,1.732154,2.578024,1.794746,2.523144,5.846227,14.753033,15.104873,4.943919,2.224966,1.361448,1.77519,happy
25.602008,15.856093,20.909596,5.68789,3.387972,12.942921,5.109341,4.647057,5.899977,6.4767,724.38322,478.80456,185.827799,68.218774,23.174863,17.871437,5.136397,11.458933,15.354948,8.832128,16.091698,6.911965,13.634791,3.910176,2.906032,happy
9.382772,5.64983,0.983705,2.214106,1.966127,1.457684,0.656351,0.650917,1.707276,2.596143,7.558214,6.83232,3.287141,5.071157,2.033696,4.228577,1.938705,1.399155,3.513316,4.536549,28.057179,9.709448,4.692442,2.953522,1.443094,sad
5.703485,4.045966,3.070781,4.09825,2.416012,1.157762,1.187727,1.56593,3.595749,4.800798,3.427481,1.57041,2.17161,3.766494,2.758609,2.014892,4.516473,11.234837,15.713425,8.532875,5.543324,4.107248,2.322097,4.575197,2.597083,happy
10.253539,7.815332,6.640287,5.52886,4.44495,1.172265,3.422192,6.041701,7.974047,8.416061,20.971759,11.261659,9.733457,4.634519,4.524334,32.580546,18.528276,14.218989,7.640655,8.319126,10.931546,6.061989,6.49241,5.656185,4.871606,happy
172.592233,33.327389,8.162179,3.536161,3.306988,6.631704,2.567457,2.392437,3.180145,5.923783,11.731593,2.283898,0.665162,2.549006,2.86144,4.727556,2.125337,2.753514,5.929199,11.107662,47.168295,10.617764,3.642885,2.901254,2.457198,happy
43.516984,12.592968,11.358781,2.792006,7.269243,2.689981,2.214066,5.58474,3.791958,12.300838,28.615794,6.049713,4.279236,3.726557,8.509686,5.028209,3.232636,3.412495,9.063515,22.620274,21.159015,5.876502,9.75059,4.412478,6.989404,happy
8.019802,1.804165,2.804444,1.147948,0.988584,1.371976,0.877546,0.628972,2.290611,2.044413,2.660038,0.551881,2.235176,1.611993,0.602099,3.008385,0.629846,1.770763,3.414467,4.051266,15.352638,1.820197,3.130819,1.722441,1.385219,sad
11.899454,3.072875,5.440916,3.078283,2.353194,4.209145,2.773065,3.619541,2.548872,6.501633,327.456879,84.265451,42.909439,12.529437,4.931463,5.95805,2.040689,7.230348,14.6913,9.726504,6.437701,3.101728,4.05025,3.530202,2.33174,happy
17.583833,5.275087,1.142514,2.372565,1.085148,1.834234,0.914525,0.94314,2.666189,2.514305,4.514662,4.138506,4.283391,2.987805,1.594131,3.693667,5.371881,2.344427,2.513039,5.108427,8.462533,3.880448,0.78394,2.456303,1.286064,sad
41.02137,10.567746,1.68019,2.068712,1.389423,2.498212,2.174766,1.207213,3.5661,3.59574,22.748005,6.912795,1.766728,3.896964,1.156528,3.560899,3.853406,5.892264,15.492087,11.709838,28.60996,8.527268,2.376717,2.087238,1.264608,happy
50.878802,9.663669,3.850523,1.910248,2.72263,5.620821,1.953286,4.008366,3.921701,6.90224,81.576864,22.628278,24.155955,4.566908,2.559191,5.000545,4.091612,4.678399,15.63749,8.992426,34.559293,14.938549,6.817229,3.476125,3.311834,happy
35.138467,4.132161,2.433703,1.454045,1.029907,1.923192,0.57883,1.710933,2.263959,1.806038,4.750237,2.448134,2.312907,1.336481,0.936172,2.074916,2.222779,1.617021,2.70685,3.224566,21.825826,8.487603,3.578242,1.635369,1.609391,sad
2.364093,1.405182,1.680362,1.385774,2.035423,1.794244,1.132943,0.704953,2.061634,2.156697,2.552004,2.655397,3.525818,2.120538,1.972318,3.406556,1.283251,2.116545,2.506797,1.571213,4.134423,2.470799,1.482952,0.905715,1.148205,sad
100.932563,26.838243,12.387416,3.284878,1.615606,4.359443,5.214742,3.859594,3.122186,2.004848,7.92951,9.933261,8.331,3.892985,1.439337,8.522953,6.952967,6.548158,7.302675,11.35756,30.320769,18.233861,8.057915,2.674892,2.268979,happy
10.619522,5.239131,1.327995,2.058718,2.150916,1.628335,0.605226,0.74387,1.6557,2.556502,6.312373,6.197894,3.896345,4.632765,1.889447,4.511155,1.787598,1.953539,3.873552,4.230852,44.596574,14.750235,6.995434,3.401268,1.582125,sad
50.051475,8.874555,3.851902,4.233493,4.119383,3.823081,2.133902,3.251913,7.34711,7.154323,17.779063,4.655632,3.395404,3.523347,4.196888,6.227304,5.414972,3.681128,9.952323,9.190712,18.220481,4.955877,3.171691,5.203983,4.450751,happy
5.821899,2.766201,1.706086,2.702949,2.234241,21.479738,4.625501,3.134282,3.187605,6.040014,15.988634,5.416865,2.121583,3.952188,2.632715,3.808974,1.125986,5.899798,8.558225,12.683276,6.494833,1.31969,1.803641,2.30488,2.361518,happy
37.510383,11.893392,4.201411,3.576819,3.416768,121.396389,46.647016,11.675629,11.340118,10.469764,17.679133,2.544129,5.276955,5.258682,4.524104,6.622117,2.354802,5.588015,4.985327,9.872042,17.032328,4.60457,3.556551,4.074174,4.643169,happy
38.621792,15.497339,7.250584,3.231054,1.336495,1.922592,1.87621,1.117892,2.096782,1.921606,9.746937,2.245034,5.243849,2.197925,0.953078,3.500067,1.635096,3.57842,4.740803,3.203853,61.663069,23.529921,13.162795,6.548682,2.344641,sad
83.402323,15.071006,2.991361,1.277301,1.892461,2.007421,2.076077,1.307929,2.483847,3.044844,1.607908,1.600742,1.680943,1.254068,1.55641,1.71418,3.138682,3.032536,5.830604,11.186568,35.26039,5.004449,1.920199,1.809378,1.782823,happy
107.537602,16.062252,4.916583,13.95042,15.12555,4.491508,2.125364,2.975617,23.307027,32.049356,3.194085,2.268231,3.290648,13.440067,17.583135,4.099232,4.682818,5.339561,19.809706,29.195427,36.944577,7.337118,2.864135,14.994439,12.927439,happy
16.568917,2.984982,2.674027,1.860172,1.610873,4.16657,1.378058,1.875141,2.462385,2.916749,4.999406,2.685366,2.240408,2.047234,1.468417,4.80642,1.63636,2.446799,6.931032,11.298254,11.973334,1.212665,2.406496,1.911553,1.452263,happy
2.779324,1.58857,0.939347,1.173096,2.197098,1.90856,0.966848,1.335355,2.103982,6.418538,6.120751,6.372214,2.669406,1.680017,1.989645,7.808693,3.782768,6.054997,12.038984,15.842001,2.717956,1.873899,1.144782,1.238366,2.245794,happy
14.986563,7.359614,3.793274,2.462453,1.098936,4.327593,1.263102,2.703953,1.353545,2.343478,4.595002,1.4906,2.25342,2.109483,1.574532,4.952,1.194885,3.439116,3.023146,3.296067,6.843484,4.912009,3.645023,1.784248,1.879974,sad
9.826481,6.227729,4.800966,2.967227,2.088033,2.543731,1.846243,2.755166,3.03461,3.363182,276.333795,54.240606,20.748254,10.389355,5.926197,4.902547,5.142712,10.751612,7.684514,11.1475,6.822236,3.672268,4.841583,2.906542,2.781851,happy
6.866316,3.621771,2.950942,2.580655,2.207708,5.977152,2.268127,2.978312,2.078052,3.148791,36.936518,4.11756,5.311086,3.13806,1.003587,2.274241,6.746049,3.38121,8.273004,8.272762,5.424559,2.53372,2.478368,1.23839,2.0018,happy
2.682232,1.933864,1.079861,1.425572,1.388654,0.850806,0.743791,0.508074,1.537625,1.665358,2.309099,1.116236,0.541946,0.857216,1.566566,1.033353,0.682619,0.730388,1.363058,1.650712,2.440739,2.309312,1.218037,1.320553,2.122395,sad
27.477615,4.430178,1.157123,2.374743,1.268139,1.538988,0.624968,0.389283,3.066448,1.969139,9.765892,1.520198,0.809332,2.601215,1.305184,2.830245,2.564456,1.914357,7.659345,2.784267,12.213236,3.443646,1.755085,3.26591,1.455935,sad
24.720897,11.811999,3.024287,1.898869,1.254114,1.549587,1.42003,1.541186,1.237617,1.376125,9.107545,9.52204,5.866689,5.008663,1.472988,2.081521,3.132574,2.757132,1.245392,3.68828,11.009636,4.91243,1.861551,2.166521,2.56383,sad
27.631632,18.314091,5.226531,5.500272,1.276834,4.671793,2.036033,3.695491,3.87825,3.017796,132.590147,24.947196,13.236538,6.941071,3.760875,6.767964,4.909574,11.351078,7.158544,13.289875,10.289553,6.618965,5.591564,4.21023,1.705225,happy
7.772269,2.279861,3.983869,1.908698,1.47213,0.880032,0.373669,0.58052,1.678945,2.59142,4.740938,1.808148,1.634609,0.776492,1.56684,1.21078,0.8354,2.995636,2.57409,3.314311,5.137613,1.233404,0.864804,1.011869,1.684101,sad
73.258716,13.129561,4.70159,3.849546,2.083678,1.906937,0.920796,1.072497,1.657225,1.134411,3.826255,2.603934,1.350448,2.001635,0.916512,3.766316,1.552061,2.093674,4.509823,3.506637,39.573635,8.590803,2.899651,3.650765,2.328177,sad
49.372915,12.680228,7.384345,4.637958,1.0673,1.886478,0.885857,3.869404,3.390321,1.885384,7.075882,0.871263,3.675143,3.663147,1.321903,3.642462,3.735797,1.815392,2.902643,3.249025,34.229881,5.059687,2.043746,2.450064,1.567642,sad
2.687195,4.003431,8.803374,3.93057,2.829061,1.956222,0.948005,2.990819,3.808329,8.647719,11.142223,1.822861,2.802539,3.775678,3.359825,3.676019,7.419231,10.694813,6.4846,12.907135,4.696368,5.252298,5.667737,3.550396,3.785501,happy
7.767614,3.432765,3.836222,1.424113,1.222768,2.508881,0.528349,0.814069,1.870109,2.637428,4.240444,1.239576,2.185107,1.651934,1.689758,1.342682,1.344828,2.360961,2.643455,3.889713,4.345999,1.18734,1.709507,1.815911,1.099426,sad
16.420663,4.833519,1.247709,1.267553,0.748583,1.327142,1.058485,0.465704,1.95323,1.164501,17.763716,9.417288,4.319257,1.761482,1.240823,3.134801,1.830478,2.426711,3.885233,4.770376,11.915168,2.34055,0.668195,1.171774,0.857154,sad
11.605802,4.649275,3.123248,1.21847,1.162113,1.237147,1.115547,1.351853,1.519578,2.379829,1.932621,1.863141,2.86728,1.098937,1.142898,0.901161,1.43812,2.35838,3.4294,5.379645,4.19192,2.969943,2.526131,1.2525,1.625763,sad
